"DEFAULT","GENDER","AGE","CITIZEN","PART","INCOME","BALANCE"
"No","Male",38,"GR","Yes",7404.72,836.01
"No","Male",35,"FR","Yes",17868.44,627.65
"No","Female",51,"GE","No",18844.25,1093.28
"No","Male",40,"IT","No",18844.25,1093.28
"No","Female",41,"UK","No",39148.56,814.55
"No","Female",39,"SP","No",43547.4,800.18
"No","Male",42,"UK","Yes",19673.67,300.8
"Yes","Male",31,"GE","Yes",13715.42,1748.68
"No","Female",36,"UK","No",54901.82,5
"Yes","Male",36,"FR","No",42308.95,1807.68
"No","Male",32,"GE","No",45264.56,108.25
"No","Male",38,"SP","No",52124.23,610.51
"No","Male",37,"DE","No",63566.37,272.99
"No","Male",39,"FR","No",40236.9,805.1
"No","Male",45,"FR","No",39576.43,5
"No","Male",44,"SP","No",44889.87,339.43
"No","Female",46,"GE","No",38224.96,1214.83
"No","Male",42,"FR","Yes",25945.18,1078.66
"No","Female",38,"IT","No",48152.99,1378.17
"No","Male",41,"FR","No",40236.5,1110.06
"No","Male",45,"UK","No",40236.87,672.38
"No","Male",37,"DE","No",42685.18,730.18
"No","Male",46,"GE","Yes",13126.21,1105.93
"No","Male",44,"IT","Yes",13126.21,1105.93
"Yes","Male",46,"HO","No",36636.01,2005.58
"No","Male",40,"FR","No",30152.8,1391.52
"Yes","Male",37,"FR","No",53526.36,1823.75
"No","Male",45,"UK","No",37074.06,1116.07
"No","Female",37,"FR","No",36340.65,428.4
"No","Male",51,"GE","No",36340.65,428.4
"No","Male",42,"PO","Yes",19937.02,591.14
"No","Female",47,"SP","No",42009.04,5
"No","Male",35,"FR","No",38161.66,615.47
"Yes","Male",31,"IT","Yes",21526.35,1893.66
"No","Male",39,"IT","No",35951.12,768.04
"No","Male",44,"IT","No",33764.57,743.52
"No","Female",36,"GE","Yes",23877.59,1472.95
"No","Male",42,"FR","No",42358.16,465.5
"No","Male",36,"GE","No",42358.16,465.5
"Yes","Male",38,"UK","No",48982.23,1135.05
"No","Female",42,"GE","No",36296.75,897.42
"No","Male",39,"GE","Yes",13446.06,793.56
"No","Male",40,"SP","No",29631.11,814.24
"No","Male",39,"UK","No",34229.37,656.52
"Yes","Male",28,"UK","Yes",17763.35,1925.98
"No","Male",42,"IT","No",31445.77,310.12
"No","Female",43,"FR","Yes",24557.35,1572.8
"No","Male",42,"GR","No",51480.39,5
"No","Male",35,"IT","No",41016.22,1096.2
"No","Male",40,"FR","No",53545.02,177.01
"Yes","Male",36,"UK","Yes",13026.05,1944.68
"Yes","Female",27,"HO","Yes",20030.17,2261.85
"No","Female",35,"GE","No",40865.31,1221.6
"No","Male",47,"FR","No",38419.41,703.39
"No","Male",41,"IT","No",25042.4,240.23
"No","Male",41,"SP","Yes",18309.79,446.63
"No","Male",47,"UK","No",30546.86,519.58
"No","Male",39,"PO","No",40378.42,933.52
"No","Male",37,"GE","Yes",18574.35,1074.58
"No","Female",39,"GE","No",39311.53,1110.44
"No","Male",41,"UK","No",49090.37,1225.07
"No","Male",39,"HO","No",41529.55,1337.31
"No","Male",42,"UK","No",39626.77,463.9
"Yes","Male",31,"UK","Yes",11054.07,1492.96
"No","Male",36,"SP","Yes",19110.27,2308.89
"No","Male",43,"GE","No",44359.06,1264.88
"No","Male",38,"GE","Yes",21789.38,1348.65
"No","Male",36,"UK","No",45717.63,1046.63
"No","Female",42,"SP","No",31418.82,595.37
"No","Male",41,"HO","Yes",13119.69,539.83
"Yes","Male",35,"GE","No",23229.91,1322.72
"No","Male",43,"FR","Yes",14354.63,951.79
"No","Female",37,"UK","Yes",11511.88,306.61
"Yes","Male",28,"SP","Yes",22170.69,1724.96
"Yes","Male",31,"GE","No",21738.8,1706.96
"No","Male",37,"SP","No",37979.79,423.99
"No","Male",35,"GE","No",26136.74,1470.34
"No","Male",39,"UK","No",28245.32,1007.27
"No","Female",40,"SP","No",28245.32,1007.27
"No","Male",41,"FR","No",28245.32,1007.27
"Yes","Female",30,"SP","Yes",20974.03,1737.54
"Yes","Male",32,"GR","No",41648.33,1558.46
"No","Male",37,"GE","No",47529.22,1051.6
"No","Male",34,"GE","Yes",5118.75,335.36
"No","Female",36,"FR","No",35960.61,30.82
"Yes","Male",35,"GE","Yes",17962.27,1812.08
"No","Female",42,"GE","No",44650.78,385.69
"No","Male",41,"UK","No",44650.78,385.69
"No","Male",38,"GE","No",38791.06,1717.5
"No","Male",43,"FR","No",54798.7,176.32
"No","Male",40,"FR","Yes",20676.91,713.8
"Yes","Male",36,"GE","Yes",15574.39,1956.92
"No","Male",35,"FR","Yes",23202.96,725.79
"No","Male",36,"IT","Yes",18162.77,5
"No","Male",43,"GE","No",45181.75,1047.72
"No","Male",42,"DE","No",48271.87,5
"No","Male",35,"DE","No",18402.16,286.85
"No","Male",34,"UK","Yes",21097.37,840.34
"No","Male",36,"GR","No",22806.85,1407.22
"No","Female",38,"GE","No",52536.78,620.32
"No","Male",31,"SP","No",32310.75,883.23
"Yes","Male",42,"FR","No",32094.63,2023.73
"No","Male",42,"FR","No",33589.14,869.85
"No","Male",35,"UK","No",38947.35,442.59
"No","Male",38,"GE","No",41157.36,1063.8
"No","Female",43,"UK","No",41157.36,1063.8
"No","Female",45,"GE","No",38702.1,38.41
"No","Male",35,"GE","No",44030.46,747.94
"No","Female",47,"FR","No",44030.46,747.94
"No","Male",33,"IT","No",48700.15,521.69
"No","Male",46,"UK","No",48700.15,521.69
"No","Male",38,"FR","No",31490.53,219.12
"No","Female",40,"GE","No",48689.73,1389.89
"No","Male",44,"SP","Yes",21411.93,703.01
"No","Male",41,"GE","Yes",21411.93,703.01
"No","Female",42,"GE","Yes",17995.73,1764.68
"Yes","Female",33,"GE","No",55548.25,1648.47
"No","Male",37,"GE","No",37869.21,764.51
"Yes","Female",39,"UK","No",35805.71,1374.47
"No","Male",40,"FR","No",44509.58,770.52
"No","Male",43,"FR","No",28501.86,993.3
"No","Female",41,"FR","Yes",15333.88,403.46
"Yes","Male",33,"FR","Yes",20330.86,2134.93
"No","Female",41,"IT","Yes",26919.12,1234.94
"No","Male",41,"GE","Yes",22174.03,805.1
"No","Female",39,"DE","Yes",24506.19,157.51
"No","Female",44,"FR","Yes",24506.19,157.51
"No","Female",37,"GR","Yes",24506.19,157.51
"No","Male",54,"GR","Yes",24506.19,157.51
"No","Female",39,"FR","No",32928.64,1546.76
"No","Male",35,"SP","No",41234.89,5
"No","Male",42,"GE","No",47207.05,5
"No","Female",47,"GE","No",42280.41,1494.52
"No","Male",52,"GE","No",45847.38,1335.47
"No","Male",50,"GE","No",49010.76,481.24
"No","Female",39,"UK","No",27260.74,427.34
"No","Male",43,"GE","Yes",17996.9,1157.59
"No","Male",39,"HO","No",57256.01,1167.94
"No","Female",35,"GR","Yes",10834.11,1197.17
"No","Female",37,"IT","No",55082.32,838.28
"No","Male",46,"UK","No",34570.57,1272.48
"No","Male",37,"SP","No",23636.98,981.84
"No","Male",35,"IT","No",23636.98,981.84
"No","Male",44,"SP","No",47598.31,1046.42
"No","Male",34,"GE","No",37302.62,709.95
"No","Male",37,"GE","No",37302.62,709.95
"No","Male",44,"PO","Yes",21370.79,1521.91
"No","Male",46,"IT","No",38632.13,613.11
"No","Male",34,"HO","No",46188.29,623.96
"No","Female",47,"DE","No",31104,741.19
"No","Male",48,"IT","No",31104,741.19
"No","Male",35,"SP","No",35821.79,5
"No","Male",35,"IT","No",39631.7,512.65
"No","Female",39,"GE","Yes",12058.6,1241.62
"No","Male",48,"FR","No",53058.26,5
"No","Female",41,"SP","No",42317.24,492.33
"No","Female",37,"FR","No",50645.29,1349.57
"No","Male",38,"DE","Yes",20042.86,1457.67
"No","Male",40,"IT","Yes",17304.64,1228.99
"No","Male",40,"SP","Yes",20942,1142.94
"No","Male",35,"IT","No",32066.71,759.35
"Yes","Male",31,"FR","No",28237.88,2133.46
"No","Female",38,"FR","No",46450.97,5
"No","Male",41,"GE","No",32608.49,5
"Yes","Male",35,"SP","Yes",19345.1,2110.56
"No","Male",43,"SP","No",38713.32,696.9
"No","Male",36,"GR","No",27885.16,1601.88
"No","Male",40,"GR","No",31523.69,1043.76
"No","Male",40,"GE","No",33326.59,951.05
"No","Male",36,"FR","No",36223.87,1189.16
"No","Male",45,"PO","No",36223.87,1189.16
"No","Male",53,"UK","Yes",16607.56,1402.55
"No","Male",36,"FR","No",26426.23,681.42
"No","Male",35,"GE","Yes",24440.02,584.08
"No","Female",38,"SP","No",31021.55,1388.66
"No","Male",45,"GE","No",37328.46,410.1
"No","Female",48,"GR","No",34162.24,59.13
"No","Male",38,"GE","No",24466.13,886.15
"No","Male",37,"SP","No",40990.62,771
"No","Male",33,"UK","No",40990.62,771
"No","Male",41,"IT","Yes",13130.65,2052.13
"No","Male",36,"GE","No",36813.2,153.45
"No","Male",36,"SP","No",47271.35,905.64
"No","Male",54,"FR","No",30049.1,5
"No","Female",39,"GR","No",36676.57,964.6
"No","Male",35,"FR","No",36676.57,964.6
"No","Male",41,"IT","No",52347.76,637.6
"No","Male",38,"FR","No",52347.76,637.6
"No","Male",43,"SP","No",39984.53,1261.27
"No","Male",38,"IT","Yes",16246.57,30.58
"No","Male",39,"FR","No",52205.51,922.64
"No","Male",38,"GE","No",54492.75,693.1
"No","Female",36,"GE","Yes",22930.45,1322.49
"No","Male",35,"IT","No",40499,1610.09
"No","Male",47,"GE","No",44424.83,1163.15
"Yes","Male",30,"GE","Yes",25687.93,1983.23
"No","Male",48,"IT","No",49337.4,725.7
"No","Male",33,"FR","Yes",13739.72,1038.98
"No","Male",38,"UK","Yes",15220.94,292.86
"No","Male",41,"GE","Yes",15220.94,292.86
"No","Male",47,"UK","No",48511.6,291.97
"No","Male",41,"UK","No",48160.52,918.68
"No","Male",37,"GE","No",37881.82,1251.32
"Yes","Male",33,"FR","No",44918.41,1066.88
"No","Male",40,"SP","Yes",10159.24,1128.14
"No","Female",43,"FR","No",36570.43,694.4
"No","Female",35,"SP","No",39704.69,519.52
"No","Male",46,"SP","No",33411.8,969.45
"No","Male",40,"SP","No",38490.38,1037.16
"No","Male",46,"FR","No",20326.59,1008.15
"No","Female",42,"GE","Yes",21216.96,1288.45
"No","Male",37,"UK","Yes",21216.96,1288.45
"No","Female",38,"GE","Yes",21216.96,1288.45
"No","Male",38,"HO","No",39504.48,1192.97
"No","Male",37,"HO","Yes",17346.17,792.98
"No","Male",40,"UK","Yes",14123.7,943.5
"No","Male",34,"UK","No",37073.19,962
"Yes","Male",33,"GR","No",48331.13,1789.09
"No","Male",36,"DE","No",39592.44,5
"No","Female",46,"FR","No",37727.54,179.7
"No","Male",42,"UK","No",37727.54,179.7
"No","Female",42,"HO","Yes",18197.23,990.94
"No","Male",39,"HO","No",36723.45,693.75
"No","Male",32,"SP","No",51423.69,300.88
"No","Male",39,"GE","No",40012.53,70.98
"No","Female",38,"GE","No",42451.74,90.93
"No","Female",43,"GR","No",51716.74,1230.42
"No","Male",42,"GE","Yes",9184.73,1142.13
"No","Male",37,"UK","No",33876.19,1252.96
"No","Male",51,"FR","Yes",19496.17,1339.36
"No","Male",37,"UK","No",49457.11,781.6
"No","Male",36,"GE","Yes",20208.54,1312.93
"No","Female",44,"SP","No",30922.6,5
"Yes","Male",36,"FR","Yes",10591.72,1707.91
"No","Male",41,"FR","Yes",16145.64,80.6
"No","Male",35,"FR","No",43726,881.66
"No","Female",34,"SP","Yes",9681.49,961.58
"No","Female",38,"GE","Yes",17538.46,516.12
"No","Male",41,"UK","No",40368.96,232.11
"Yes","Male",33,"GE","No",31318.3,1804.04
"No","Male",36,"PO","No",29698.52,1266.11
"No","Female",40,"UK","Yes",13903.46,704.01
"No","Female",44,"UK","Yes",22867.07,1188.74
"No","Male",36,"DE","No",36897.78,1245.42
"No","Male",36,"GE","No",30171.62,241.44
"No","Male",31,"SP","Yes",19053.01,914.11
"No","Male",41,"GE","No",51690.06,498.75
"No","Male",47,"GE","No",51690.06,498.75
"No","Female",37,"SP","No",30859.64,587.78
"No","Male",38,"UK","No",32660.73,5
"No","Male",37,"GR","No",44444.15,944.33
"Yes","Male",34,"GE","Yes",18304.65,1543.1
"No","Male",42,"UK","No",40369.7,943.17
"No","Female",40,"IT","No",40369.7,943.17
"No","Male",42,"UK","No",51107.86,713.22
"No","Male",47,"DE","No",36721.86,834.24
"No","Male",35,"GE","No",37736.75,1362.19
"No","Male",34,"DE","No",34470.42,595.49
"No","Male",43,"GE","No",27364.87,267.51
"No","Male",37,"FR","No",37766.49,205.64
"No","Male",36,"SP","No",38130.65,5
"No","Male",40,"PO","Yes",15221.17,1154.43
"No","Male",42,"GR","Yes",15221.17,1154.43
"Yes","Male",34,"FR","No",30070.14,1665.95
"No","Male",37,"IT","Yes",22212.74,968.67
"No","Male",41,"UK","Yes",14101.29,1011.33
"No","Female",36,"FR","No",36965.05,942.47
"No","Female",40,"HO","No",25724.77,289.6
"Yes","Male",26,"SP","Yes",14435.84,2035.86
"No","Male",35,"FR","No",28164.2,554.71
"No","Male",41,"DE","Yes",15966.72,859.94
"No","Female",35,"GE","Yes",14959.66,1471.54
"No","Male",48,"GE","Yes",17730.55,582.87
"No","Female",41,"IT","No",39656.63,1402.69
"No","Female",38,"FR","Yes",19080.81,455.7
"No","Female",36,"FR","No",45673.67,777.53
"No","Male",40,"GE","Yes",19910.97,12.19
"No","Male",40,"GE","No",34875.33,399.79
"No","Male",37,"FR","No",42271.33,1476.88
"No","Male",45,"FR","No",28192.13,1064.15
"No","Female",35,"FR","No",42916.7,1206.79
"No","Male",34,"FR","No",42916.7,1206.79
"No","Male",39,"GE","No",31032.87,714.93
"No","Male",50,"GE","No",30390.06,662.16
"No","Female",44,"UK","No",29423.23,1035.55
"No","Male",42,"HO","Yes",17072.34,442.03
"No","Male",34,"IT","No",54072.66,888.08
"No","Female",51,"PO","Yes",22795.94,1060.22
"No","Female",41,"DE","Yes",18305.73,709.03
"No","Male",49,"UK","No",52106.84,1034.15
"No","Female",38,"DE","Yes",13152.03,817.12
"No","Male",44,"SP","No",54009.63,1053.01
"No","Female",38,"IT","Yes",26027.69,944.07
"No","Female",41,"GE","No",51837.75,295.79
"Yes","Male",35,"SP","No",35657.23,2085.59
"No","Male",39,"GR","No",33961.1,292.38
"No","Male",50,"FR","No",50054.76,76.06
"No","Male",38,"IT","Yes",16809.01,1270.09
"No","Female",38,"FR","Yes",20980.81,932.56
"No","Male",40,"FR","No",30262.12,279.96
"No","Male",35,"GE","Yes",22891.93,728.55
"No","Male",33,"FR","Yes",21323.05,643.57
"No","Male",44,"FR","No",56533.31,1004.64
"No","Male",34,"GE","No",56533.31,1004.64
"No","Female",46,"GR","No",36645.14,1258.07
"No","Female",45,"GE","Yes",18276.43,1222.77
"No","Male",39,"GE","No",27610.7,530.25
"No","Female",44,"IT","No",27610.7,530.25
"Yes","Male",34,"UK","Yes",28296.91,2387.31
"No","Male",42,"IT","Yes",21383.23,839.39
"No","Male",39,"GE","No",47056.2,5
"No","Male",41,"SP","No",39291.2,611.95
"No","Male",37,"UK","No",32332.18,65.73
"No","Female",35,"FR","No",23909.55,1338.46
"No","Female",38,"FR","Yes",14035.5,894.47
"No","Male",39,"UK","Yes",13158.44,270.39
"No","Female",37,"GE","No",45873.18,793.41
"No","Male",40,"SP","Yes",16785.39,716.49
"No","Female",45,"GE","No",26567.24,457.8
"No","Female",44,"DE","No",45083.11,217.36
"No","Female",36,"GE","No",55219.52,1615.23
"No","Male",36,"FR","No",55219.52,1615.23
"No","Male",40,"FR","No",44411.68,730.16
"No","Male",40,"FR","No",30941.55,991.13
"No","Male",42,"FR","No",30941.55,991.13
"No","Male",36,"FR","No",35030.64,1356.52
"No","Male",38,"UK","No",41699.21,576.64
"No","Male",35,"FR","No",34632.1,1023.36
"No","Male",41,"DE","No",34918.61,312.61
"No","Male",34,"IT","No",32294.55,1177.82
"No","Male",35,"HO","No",36701.53,823.99
"No","Male",36,"SP","Yes",19869.39,747.96
"No","Male",43,"GE","No",33767.05,523.75
"No","Female",35,"FR","No",33767.05,523.75
"Yes","Male",32,"UK","Yes",15802.23,1500.89
"No","Female",32,"SP","Yes",14378.89,1682.9
"No","Male",40,"FR","No",34247.78,1352.46
"Yes","Female",39,"GE","No",50341.57,1165.54
"No","Female",49,"DE","No",27108.21,390.06
"No","Female",36,"SP","No",35980.75,474.38
"No","Female",39,"HO","Yes",22425.41,969.14
"No","Male",35,"DE","Yes",12557.82,1616.74
"No","Male",50,"UK","No",33298.5,1185.03
"No","Female",36,"SP","No",30964.23,1257.63
"No","Male",50,"GR","No",42442.85,105.74
"No","Male",36,"GR","Yes",26670.01,368.2
"No","Male",40,"GE","No",34200.18,815.05
"No","Male",38,"HO","No",27873.64,661.05
"No","Female",34,"IT","Yes",13522.42,979.88
"No","Male",38,"GE","No",38368.48,977.95
"No","Male",53,"UK","No",44260.76,837.7
"No","Male",49,"SP","No",48631.36,714.01
"No","Male",34,"HO","Yes",15818.06,1033.83
"No","Female",37,"FR","Yes",26900.28,522.77
"No","Male",40,"DE","Yes",11681.46,294.66
"No","Male",47,"IT","No",40903.48,838.44
"No","Male",39,"HO","No",38110.44,363.99
"Yes","Male",37,"UK","Yes",28321.68,1894.17
"No","Female",42,"IT","No",46406.34,645.95
"No","Male",40,"UK","No",51614.06,766.12
"No","Male",45,"GE","No",60498.93,578.75
"No","Male",55,"GE","Yes",11581.22,555.27
"Yes","Male",29,"GE","Yes",13624.55,1289.25
"No","Male",47,"SP","No",35714.65,545.57
"No","Male",48,"GE","No",35714.65,545.57
"Yes","Male",33,"FR","Yes",18195.27,2169.2
"No","Male",41,"FR","Yes",15337.3,1108.11
"No","Male",37,"GE","No",29537.31,448.04
"No","Male",44,"IT","No",47628.41,5
"No","Male",45,"FR","No",26975.49,217.16
"No","Female",38,"UK","No",64930.24,533.99
"No","Female",45,"FR","Yes",17721.63,1626.63
"No","Male",38,"FR","Yes",21142.04,240.1
"No","Female",37,"UK","No",28836.19,531.49
"Yes","Male",50,"GE","No",46076.24,1899.55
"Yes","Male",33,"DE","Yes",17429.5,2415.32
"No","Female",40,"GE","Yes",16270.84,612.27
"No","Male",42,"UK","No",50731.86,1232.23
"Yes","Male",34,"GE","No",38381.59,1751.35
"No","Male",39,"IT","No",41354.35,563.69
"No","Male",47,"GR","No",29246.38,430.09
"Yes","Male",40,"SP","No",27438.35,2228.47
"No","Male",37,"UK","No",44686.1,490.8
"No","Male",45,"SP","Yes",11337.06,1149.21
"No","Male",39,"PO","Yes",10845.02,874.35
"No","Male",44,"UK","No",23224.13,1097.95
"No","Female",38,"GE","No",27888.83,5
"No","Female",41,"IT","No",50174.33,1251.89
"Yes","Male",34,"GE","No",61220.13,1578.85
"No","Male",36,"PO","No",30909.93,935.47
"No","Male",37,"IT","Yes",13703,831.24
"No","Female",36,"UK","No",56567.01,280.84
"No","Male",38,"GE","No",32756.26,663.1
"No","Male",37,"GE","No",60725.53,1108.68
"No","Female",36,"PO","Yes",21735.25,1390.19
"No","Male",44,"SP","Yes",21735.25,1390.19
"No","Male",35,"SP","No",32471.22,599.65
"No","Male",37,"PO","No",45763.9,514.55
"No","Male",36,"GE","No",45763.9,514.55
"Yes","Male",36,"GR","Yes",17735.78,1966.06
"No","Female",45,"FR","No",42869.16,5
"No","Male",37,"FR","No",35164.89,1289.6
"Yes","Male",38,"FR","No",61011.22,1898.32
"No","Male",45,"GE","Yes",20157.25,5
"No","Male",35,"GE","Yes",24015.96,588.76
"No","Male",43,"GE","No",48994.81,737.72
"No","Male",43,"FR","Yes",15852.42,1152.1
"No","Male",43,"GE","Yes",15852.42,1152.1
"No","Male",41,"GE","Yes",28452.6,266.77
"No","Male",53,"FR","Yes",28452.6,266.77
"No","Male",34,"SP","No",46589.06,1702.3
"No","Male",35,"GE","No",20700.71,1358.57
"Yes","Male",32,"FR","No",30367.61,1166.8
"No","Male",47,"FR","No",24719.4,466.58
"Yes","Female",35,"UK","Yes",12651.07,2124.49
"No","Male",37,"UK","No",27236.56,545.61
"Yes","Male",29,"UK","No",43680.07,1302.73
"No","Male",37,"FR","No",57483.5,623.57
"Yes","Female",29,"GE","Yes",18601.4,2008.03
"No","Male",36,"UK","No",43991.92,1110.74
"Yes","Male",37,"UK","No",56202.58,1922.83
"No","Female",46,"GE","No",33998.85,465.55
"No","Male",34,"SP","No",42695.4,164
"No","Female",48,"FR","No",33852.68,1441.07
"No","Female",46,"GE","No",42132.01,439.2
"No","Female",41,"GE","No",42132.01,439.2
"No","Female",41,"SP","Yes",14950.09,932.49
"No","Male",38,"FR","No",55971.19,1255.88
"No","Male",37,"DE","No",20150.9,167.61
"No","Male",36,"SP","No",42281.23,1612.47
"No","Female",42,"FR","No",42258.77,1567.02
"No","Female",44,"HO","No",35168.73,435.4
"No","Male",39,"UK","No",49405.26,153.56
"No","Male",42,"GE","No",40612.22,748.65
"No","Male",38,"FR","No",45155.1,766.01
"No","Male",51,"UK","Yes",15837.25,1396.23
"No","Male",42,"GR","Yes",15837.25,1396.23
"Yes","Male",30,"GR","No",34494.17,2080.94
"No","Male",41,"FR","Yes",24005.01,1135.01
"Yes","Male",35,"UK","No",56228.92,1731.68
"No","Female",35,"GR","No",51154.51,1444.36
"Yes","Male",29,"UK","No",41173.5,1903.67
"No","Male",38,"IT","No",42209.49,317.9
"No","Male",37,"GR","No",39950.96,527.98
"No","Female",50,"SP","No",39950.96,527.98
"Yes","Male",30,"SP","No",22256.86,1488.56
"No","Male",37,"FR","No",34893.14,1007.25
"No","Male",40,"DE","Yes",22564.58,1478.17
"No","Male",41,"SP","No",40374.05,979.86
"No","Male",41,"UK","No",30510.04,33.46
"No","Male",36,"UK","Yes",7525.58,914.52
"No","Male",35,"SP","Yes",13448.33,275.49
"No","Male",44,"DE","No",42335.45,589.56
"No","Female",44,"DE","No",35186.58,848.23
"Yes","Male",34,"UK","No",52274.86,1585.73
"No","Female",37,"IT","No",58860.38,778.75
"No","Male",39,"PO","No",52048.5,1353.52
"No","Female",37,"GR","No",28845.74,1073.95
"No","Male",35,"SP","No",28845.74,1073.95
"No","Male",39,"GE","No",28845.74,1073.95
"No","Male",37,"GE","No",38326.2,4.11
"No","Male",39,"PO","No",38794.15,194.55
"No","Male",40,"FR","Yes",16526.68,597.6
"No","Male",35,"GE","No",43096.49,379.29
"No","Male",38,"FR","No",33624.94,1144.12
"No","Male",39,"SP","No",42753.72,720.86
"No","Male",40,"GR","No",64618.74,1127.51
"No","Male",40,"FR","Yes",17324.04,295.48
"Yes","Male",31,"UK","Yes",20210.27,1475.06
"No","Male",45,"FR","Yes",17522.73,1083.7
"No","Female",39,"FR","Yes",18064.78,1334.67
"Yes","Male",41,"GE","No",53517.35,1332.39
"No","Male",37,"FR","Yes",17060.59,1087.41
"No","Male",36,"DE","No",46611.02,443.63
"No","Male",39,"GR","No",25308.59,98.4
"No","Female",37,"FR","Yes",15738.16,1023.64
"No","Male",40,"DE","No",24533.2,823.66
"No","Male",43,"SP","No",35134.27,738.19
"No","Male",38,"IT","No",47142.45,563.49
"No","Male",33,"FR","No",30098.82,1610.72
"No","Male",40,"GE","No",30098.82,1610.72
"No","Male",34,"GE","No",30098.82,1610.72
"No","Male",36,"UK","Yes",14294.6,542.39
"No","Male",50,"GE","Yes",17139.58,913.05
"No","Male",40,"UK","No",43478.13,1650.9
"No","Male",43,"UK","No",43478.13,1650.9
"No","Male",43,"GE","No",39807.68,874.94
"No","Female",51,"GR","No",29427.91,5
"No","Male",37,"SP","No",44021.3,184.57
"No","Male",48,"FR","No",34903.68,818.5
"No","Male",49,"DE","No",34169.67,795.03
"No","Male",34,"UK","No",41036.13,292.33
"No","Male",34,"UK","No",44480.66,845.85
"No","Male",43,"GE","No",36145.02,610.57
"No","Female",37,"FR","No",35054.58,1074.14
"No","Male",39,"GR","No",62115.11,503.51
"No","Male",46,"GE","No",62115.11,503.51
"Yes","Male",34,"GE","Yes",15302.78,2179.22
"No","Male",39,"FR","No",39676.55,1108.8
"No","Male",44,"GE","No",23160.58,835.53
"No","Male",35,"GE","No",23160.58,835.53
"No","Female",43,"HO","No",54051.98,1821
"No","Male",44,"IT","Yes",20952.59,925.9
"No","Male",34,"DE","No",54791.81,1071.9
"No","Male",37,"GE","No",54791.81,1071.9
"No","Male",40,"DE","No",38093.98,926.31
"Yes","Female",41,"GE","No",28992,1360.39
"No","Female",46,"IT","No",26672.18,854.69
"No","Male",45,"FR","No",26672.18,854.69
"No","Male",39,"FR","No",32508.38,1541.32
"No","Female",33,"FR","No",31437.42,95.9
"No","Male",37,"FR","No",14792.51,379.06
"No","Male",35,"IT","No",14792.51,379.06
"Yes","Male",27,"FR","Yes",18860.85,2004.39
"No","Male",37,"GE","No",35102.28,529.65
"No","Male",37,"FR","No",38083.13,1256.98
"No","Male",34,"SP","Yes",17452,1197.61
"Yes","Male",35,"GE","No",26183.25,1504.76
"No","Male",41,"GE","No",52276.59,653.37
"No","Male",47,"GE","No",52276.59,653.37
"No","Male",39,"GR","No",39492.01,378.97
"No","Male",40,"GE","No",41523.75,5
"No","Male",39,"SP","Yes",21140.28,704.47
"No","Male",33,"FR","Yes",21566.56,1402.31
"No","Female",32,"FR","Yes",10996.09,68.38
"No","Female",42,"SP","Yes",19915.23,655.7
"No","Female",39,"DE","Yes",14504.4,654.81
"No","Male",40,"FR","Yes",25805.81,1349
"No","Female",39,"SP","No",41798.39,674.66
"No","Female",35,"PO","No",43101.87,859.01
"No","Male",34,"IT","Yes",16553.77,803.97
"No","Female",35,"SP","Yes",16553.77,803.97
"No","Male",31,"GE","Yes",16553.77,803.97
"No","Male",40,"UK","No",36164.15,829.73
"No","Male",41,"GE","No",36164.15,829.73
"No","Male",35,"UK","Yes",15645.78,148.66
"No","Female",53,"SP","No",38348.29,382.09
"No","Female",43,"GE","No",39064.05,379.91
"No","Male",39,"FR","No",35282.23,1535.22
"No","Male",33,"GR","No",35282.23,1535.22
"No","Female",35,"DE","No",34655.88,1596.87
"No","Male",39,"UK","No",52545.58,778.06
"No","Male",37,"FR","No",37590.31,10.31
"No","Female",35,"HO","No",47040.81,1474.06
"No","Male",41,"GE","Yes",23438.15,797.37
"Yes","Male",40,"SP","No",66466.46,1672.51
"Yes","Male",37,"GE","Yes",14862.71,1237.62
"No","Male",37,"DE","No",42361.05,1069.13
"No","Female",42,"UK","No",47286.83,995.12
"No","Male",42,"UK","No",42453.68,413.86
"No","Male",50,"GE","Yes",13580.26,1129.11
"No","Male",39,"SP","Yes",6365.56,468.26
"No","Female",33,"UK","No",27080.74,688.11
"No","Male",44,"UK","No",37188.57,202.32
"No","Female",37,"DE","No",37188.57,202.32
"No","Male",50,"FR","No",30427.2,1391.41
"No","Male",40,"DE","No",26275.26,5
"No","Female",38,"SP","Yes",17954.85,1414.66
"No","Male",46,"FR","Yes",9019.55,725.57
"No","Male",34,"SP","No",40791.14,1727.35
"No","Male",37,"GE","No",43925.96,891.61
"No","Male",44,"SP","Yes",15661.41,1060.26
"No","Male",39,"GR","Yes",18259.66,830.86
"No","Male",33,"FR","Yes",18259.66,830.86
"No","Male",38,"GE","No",35567.76,1066.9
"No","Female",50,"GE","No",43688.68,549.19
"No","Male",45,"FR","Yes",17730.92,943.58
"No","Male",41,"GR","Yes",17730.92,943.58
"Yes","Female",31,"UK","No",35145.05,2008.46
"No","Male",38,"FR","No",30762.11,1768.14
"No","Male",46,"GR","Yes",15892.09,685.63
"No","Male",31,"DE","Yes",16123.11,335.82
"No","Female",40,"UK","No",45124.04,1007.28
"No","Male",42,"SP","No",38023.61,786.8
"No","Male",44,"DE","No",50109.02,116.22
"No","Male",37,"UK","No",25485.17,239.38
"No","Male",36,"DE","No",52319.15,933.75
"No","Female",45,"UK","Yes",15955.89,870.02
